country;year;sex;age;suicides_no;population;;;;;
Trinidad and Tobago;1991;female;75+ years;1,00;16000;;;;;
Trinidad and Tobago;1991;female;25-34 years;4,00;111000;;;;;
Trinidad and Tobago;1991;female;55-74 years;2,00;58000;;;;;
Trinidad and Tobago;1991;female;5-14 years;4,00;139000;;;;;
Trinidad and Tobago;1991;male;5-14 years;1,00;143000;;;;;
Trinidad and Tobago;1991;male;75+ years;0,00;10000;;;;;
Trinidad and Tobago;1992;male;75+ years;7,00;13700;;;;;
Trinidad and Tobago;1992;male;25-34 years;37,00;113500;;;;;
Trinidad and Tobago;1992;male;35-54 years;44,00;140500;;;;;
Trinidad and Tobago;1992;male;55-74 years;16,00;61400;;;;;
Trinidad and Tobago;1992;male;15-24 years;31,00;121600;;;;;
Trinidad and Tobago;1992;female;15-24 years;9,00;102800;;;;;
Trinidad and Tobago;1992;female;25-34 years;6,00;98600;;;;;
Trinidad and Tobago;1992;female;55-74 years;3,00;56500;;;;;
Trinidad and Tobago;1992;female;35-54 years;5,00;121800;;;;;
Trinidad and Tobago;1992;female;5-14 years;3,00;131500;;;;;
Trinidad and Tobago;1992;male;5-14 years;2,00;155000;;;;;
Trinidad and Tobago;1992;female;75+ years;0,00;15700;;;;;
Trinidad and Tobago;1993;male;35-54 years;59,00;144600;;;;;
Trinidad and Tobago;1993;male;25-34 years;46,00;113000;;;;;
Trinidad and Tobago;1993;male;55-74 years;16,00;62100;;;;;
Trinidad and Tobago;1993;male;15-24 years;26,00;123800;;;;;
Trinidad and Tobago;1993;female;15-24 years;9,00;104900;;;;;
Trinidad and Tobago;1993;male;75+ years;1,00;14000;;;;;
Trinidad and Tobago;1993;female;25-34 years;6,00;98700;;;;;
Trinidad and Tobago;1993;female;55-74 years;3,00;57700;;;;;
Trinidad and Tobago;1993;female;35-54 years;6,00;126300;;;;;
Trinidad and Tobago;1993;female;5-14 years;2,00;132100;;;;;
Trinidad and Tobago;1993;female;75+ years;0,00;16000;;;;;
Trinidad and Tobago;1993;male;5-14 years;0,00;155100;;;;;
Trinidad and Tobago;1994;male;55-74 years;23,00;62900;;;;;
Trinidad and Tobago;1994;male;25-34 years;35,00;112100;;;;;
Trinidad and Tobago;1994;male;35-54 years;35,00;148900;;;;;
Trinidad and Tobago;1994;male;75+ years;3,00;14200;;;;;
Trinidad and Tobago;1994;male;15-24 years;20,00;126500;;;;;
Trinidad and Tobago;1994;female;25-34 years;10,00;98600;;;;;
Trinidad and Tobago;1994;female;15-24 years;10,00;107700;;;;;
Trinidad and Tobago;1994;female;35-54 years;7,00;130800;;;;;
Trinidad and Tobago;1994;female;55-74 years;3,00;59100;;;;;
Trinidad and Tobago;1994;male;5-14 years;2,00;154000;;;;;
Trinidad and Tobago;1994;female;5-14 years;0,00;131800;;;;;
Trinidad and Tobago;1994;female;75+ years;0,00;16300;;;;;
Trinidad and Tobago;1995;male;75+ years;8,00;10949;;;;;
Trinidad and Tobago;1995;male;25-34 years;42,00;100908;;;;;
Trinidad and Tobago;1995;male;55-74 years;23,00;57475;;;;;
Trinidad and Tobago;1995;male;35-54 years;54,00;144401;;;;;
Trinidad and Tobago;1995;male;15-24 years;17,00;115521;;;;;
Trinidad and Tobago;1995;female;25-34 years;10,00;101779;;;;;
Trinidad and Tobago;1995;female;15-24 years;10,00;113234;;;;;
Trinidad and Tobago;1995;female;35-54 years;11,00;142426;;;;;
Trinidad and Tobago;1995;female;55-74 years;4,00;65284;;;;;
Trinidad and Tobago;1995;female;5-14 years;4,00;138208;;;;;
Trinidad and Tobago;1995;male;5-14 years;1,00;141921;;;;;
Trinidad and Tobago;1995;female;75+ years;0,00;17067;;;;;
Trinidad and Tobago;1996;male;75+ years;6,00;11313;;;;;
Trinidad and Tobago;1996;male;25-34 years;29,00;99392;;;;;
Trinidad and Tobago;1996;male;55-74 years;17,00;58736;;;;;
Trinidad and Tobago;1996;male;35-54 years;43,00;148905;;;;;
Trinidad and Tobago;1996;male;15-24 years;16,00;117770;;;;;
Trinidad and Tobago;1996;female;15-24 years;15,00;115355;;;;;
Trinidad and Tobago;1996;female;75+ years;2,00;17620;;;;;
Trinidad and Tobago;1996;female;55-74 years;5,00;66636;;;;;
Trinidad and Tobago;1996;female;25-34 years;6,00;100227;;;;;
Trinidad and Tobago;1996;female;35-54 years;5,00;146795;;;;;
Trinidad and Tobago;1996;female;5-14 years;2,00;134926;;;;;
Trinidad and Tobago;1996;male;5-14 years;0,00;138510;;;;;
Trinidad and Tobago;1997;male;75+ years;5,00;11601;;;;;
Trinidad and Tobago;1997;male;25-34 years;34,00;97588;;;;;
Trinidad and Tobago;1997;male;55-74 years;19,00;60173;;;;;
Trinidad and Tobago;1997;male;35-54 years;44,00;153642;;;;;
Trinidad and Tobago;1997;male;15-24 years;25,00;120487;;;;;
Trinidad and Tobago;1997;female;15-24 years;13,00;118000;;;;;
Trinidad and Tobago;1997;female;25-34 years;8,00;98330;;;;;
Trinidad and Tobago;1997;female;55-74 years;4,00;68194;;;;;
Trinidad and Tobago;1997;female;35-54 years;6,00;151383;;;;;
Trinidad and Tobago;1997;male;5-14 years;2,00;134111;;;;;
Trinidad and Tobago;1997;female;5-14 years;0,00;130641;;;;;
Trinidad and Tobago;1997;female;75+ years;0,00;18117;;;;;
Trinidad and Tobago;1998;male;75+ years;5,00;11810;;;;;
Trinidad and Tobago;1998;male;35-54 years;64,00;158330;;;;;
Trinidad and Tobago;1998;male;25-34 years;32,00;95771;;;;;
Trinidad and Tobago;1998;male;55-74 years;16,00;61816;;;;;
Trinidad and Tobago;1998;male;15-24 years;23,00;123518;;;;;
Trinidad and Tobago;1998;female;75+ years;2,00;18573;;;;;
Trinidad and Tobago;1998;female;15-24 years;10,00;121015;;;;;
Trinidad and Tobago;1998;female;25-34 years;7,00;96362;;;;;
Trinidad and Tobago;1998;female;35-54 years;7,00;155939;;;;;
Trinidad and Tobago;1998;female;5-14 years;3,00;125726;;;;;
Trinidad and Tobago;1998;female;55-74 years;1,00;69981;;;;;
Trinidad and Tobago;1998;male;5-14 years;1,00;129083;;;;;
Trinidad and Tobago;1999;male;55-74 years;25,00;63682;;;;;
Trinidad and Tobago;1999;male;25-34 years;28,00;94272;;;;;
Trinidad and Tobago;1999;male;35-54 years;39,00;162536;;;;;
Trinidad and Tobago;1999;male;15-24 years;16,00;126509;;;;;
Trinidad and Tobago;1999;female;25-34 years;8,00;94694;;;;;
Trinidad and Tobago;1999;male;75+ years;1,00;11927;;;;;
Trinidad and Tobago;1999;female;15-24 years;8,00;124040;;;;;
Trinidad and Tobago;1999;female;35-54 years;9,00;160053;;;;;
Trinidad and Tobago;1999;female;55-74 years;4,00;71972;;;;;
Trinidad and Tobago;1999;female;75+ years;1,00;19001;;;;;
Trinidad and Tobago;1999;female;5-14 years;0,00;120679;;;;;
Trinidad and Tobago;1999;male;5-14 years;0,00;123911;;;;;
Trinidad and Tobago;2000;male;75+ years;4,00;11957;;;;;
Trinidad and Tobago;2000;male;35-54 years;54,00;166024;;;;;
Trinidad and Tobago;2000;male;25-34 years;30,00;93304;;;;;
Trinidad and Tobago;2000;male;55-74 years;20,00;65790;;;;;
Trinidad and Tobago;2000;female;75+ years;5,00;19412;;;;;
Trinidad and Tobago;2000;male;15-24 years;25,00;129187;;;;;
Trinidad and Tobago;2000;female;15-24 years;9,00;126792;;;;;
Trinidad and Tobago;2000;female;55-74 years;4,00;74148;;;;;
Trinidad and Tobago;2000;female;25-34 years;5,00;93571;;;;;
Trinidad and Tobago;2000;female;35-54 years;7,00;163504;;;;;
Trinidad and Tobago;2000;female;5-14 years;2,00;115801;;;;;
Trinidad and Tobago;2000;male;5-14 years;1,00;118873;;;;;
Trinidad and Tobago;2001;male;75+ years;7,00;12351;;;;;
Trinidad and Tobago;2001;male;35-54 years;61,00;168569;;;;;
Trinidad and Tobago;2001;male;25-34 years;26,00;93774;;;;;
Trinidad and Tobago;2001;male;55-74 years;18,00;67749;;;;;
Trinidad and Tobago;2001;male;15-24 years;29,00;131221;;;;;
Trinidad and Tobago;2001;female;15-24 years;16,00;128825;;;;;
Trinidad and Tobago;2001;female;55-74 years;5,00;76085;;;;;
Trinidad and Tobago;2001;female;35-54 years;10,00;166710;;;;;
Trinidad and Tobago;2001;female;75+ years;1,00;20018;;;;;
Trinidad and Tobago;2001;female;25-34 years;4,00;93862;;;;;
Trinidad and Tobago;2001;female;5-14 years;2,00;110619;;;;;
Trinidad and Tobago;2001;male;5-14 years;0,00;113571;;;;;
Trinidad and Tobago;2002;male;25-34 years;29,00;94797;;;;;
Trinidad and Tobago;2002;male;35-54 years;49,00;170592;;;;;
Trinidad and Tobago;2002;male;55-74 years;19,00;69926;;;;;
Trinidad and Tobago;2002;male;75+ years;3,00;12679;;;;;
Trinidad and Tobago;2002;male;15-24 years;29,00;132786;;;;;
Trinidad and Tobago;2002;female;25-34 years;9,00;94721;;;;;
Trinidad and Tobago;2002;female;15-24 years;7,00;130404;;;;;
Trinidad and Tobago;2002;female;75+ years;1,00;20592;;;;;
Trinidad and Tobago;2002;female;35-54 years;7,00;169414;;;;;
Trinidad and Tobago;2002;female;5-14 years;2,00;105922;;;;;
Trinidad and Tobago;2002;female;55-74 years;1,00;78237;;;;;
Trinidad and Tobago;2002;male;5-14 years;0,00;108730;;;;;
Trinidad and Tobago;2003;male;75+ years;4,00;12918;;;;;
Trinidad and Tobago;2003;male;55-74 years;20,00;72339;;;;;
Trinidad and Tobago;2003;male;25-34 years;25,00;96312;;;;;
Trinidad and Tobago;2003;male;35-54 years;36,00;172208;;;;;
Trinidad and Tobago;2003;male;15-24 years;23,00;133697;;;;;
Trinidad and Tobago;2003;female;15-24 years;13,00;131317;;;;;
Trinidad and Tobago;2003;female;75+ years;2,00;21123;;;;;
Trinidad and Tobago;2003;female;35-54 years;13,00;171695;;;;;
Trinidad and Tobago;2003;female;25-34 years;5,00;96104;;;;;
Trinidad and Tobago;2003;female;55-74 years;2,00;80631;;;;;
Trinidad and Tobago;2003;male;5-14 years;1,00;104386;;;;;
Trinidad and Tobago;2003;female;5-14 years;0,00;101728;;;;;
Trinidad and Tobago;2004;male;25-34 years;41,00;98286;;;;;
Trinidad and Tobago;2004;male;75+ years;5,00;13062;;;;;
Trinidad and Tobago;2004;male;55-74 years;23,00;75035;;;;;
Trinidad and Tobago;2004;male;35-54 years;48,00;173673;;;;;
Trinidad and Tobago;2004;male;15-24 years;26,00;133642;;;;;
Trinidad and Tobago;2004;female;75+ years;2,00;21582;;;;;
Trinidad and Tobago;2004;female;55-74 years;7,00;83319;;;;;
Trinidad and Tobago;2004;female;25-34 years;6,00;97964;;;;;
Trinidad and Tobago;2004;female;35-54 years;6,00;173777;;;;;
Trinidad and Tobago;2004;female;15-24 years;3,00;131237;;;;;
Trinidad and Tobago;2004;female;5-14 years;1,00;97999;;;;;
Trinidad and Tobago;2004;male;5-14 years;0,00;100540;;;;;
Trinidad and Tobago;2005;male;75+ years;4,00;13101;;;;;
Trinidad and Tobago;2005;male;25-34 years;30,00;100646;;;;;
Trinidad and Tobago;2005;male;35-54 years;46,00;175153;;;;;
Trinidad and Tobago;2005;male;55-74 years;12,00;78028;;;;;
Trinidad and Tobago;2005;male;15-24 years;18,00;132433;;;;;
Trinidad and Tobago;2005;female;75+ years;2,00;21969;;;;;
Trinidad and Tobago;2005;female;15-24 years;10,00;129974;;;;;
Trinidad and Tobago;2005;female;25-34 years;5,00;100221;;;;;
Trinidad and Tobago;2005;female;35-54 years;6,00;175792;;;;;
Trinidad and Tobago;2005;female;55-74 years;2,00;86311;;;;;
Trinidad and Tobago;2005;female;5-14 years;1,00;94688;;;;;
Trinidad and Tobago;2005;male;5-14 years;0,00;97155;;;;;
Trinidad and Tobago;2006;male;35-54 years;46,00;176241;;;;;
Trinidad and Tobago;2006;male;25-34 years;24,00;103825;;;;;
Trinidad and Tobago;2006;male;75+ years;3,00;13523;;;;;
Trinidad and Tobago;2006;male;55-74 years;17,00;80846;;;;;
Trinidad and Tobago;2006;male;15-24 years;23,00;129569;;;;;
Trinidad and Tobago;2006;female;55-74 years;6,00;88991;;;;;
Trinidad and Tobago;2006;female;15-24 years;7,00;127191;;;;;
Trinidad and Tobago;2006;female;25-34 years;5,00;103304;;;;;
Trinidad and Tobago;2006;female;35-54 years;8,00;177413;;;;;
Trinidad and Tobago;2006;male;5-14 years;2,00;94129;;;;;
Trinidad and Tobago;2006;female;5-14 years;0,00;91756;;;;;
Trinidad and Tobago;2006;female;75+ years;0,00;22513;;;;;
Trinidad and Tobago;2007;male;75+ years;5,00;13874;;;;;
Trinidad and Tobago;2007;male;25-34 years;38,00;107378;;;;;
Trinidad and Tobago;2007;male;35-54 years;34,00;177478;;;;;
Trinidad and Tobago;2007;male;55-74 years;14,00;83938;;;;;
Trinidad and Tobago;2007;male;15-24 years;20,00;125516;;;;;
Trinidad and Tobago;2007;female;25-34 years;6,00;106809;;;;;
Trinidad and Tobago;2007;female;75+ years;1,00;22983;;;;;
Trinidad and Tobago;2007;female;55-74 years;3,00;92001;;;;;
Trinidad and Tobago;2007;female;15-24 years;4,00;123176;;;;;
Trinidad and Tobago;2007;female;35-54 years;5,00;179070;;;;;
Trinidad and Tobago;2007;female;5-14 years;1,00;89716;;;;;
Trinidad and Tobago;2007;male;5-14 years;0,00;92049;;;;;
Trinidad and Tobago;2008;male;35-54 years;69,00;178781;;;;;
Trinidad and Tobago;2008;male;55-74 years;30,00;87254;;;;;
Trinidad and Tobago;2008;male;25-34 years;37,00;110954;;;;;
Trinidad and Tobago;2008;male;75+ years;3,00;14157;;;;;
Trinidad and Tobago;2008;male;15-24 years;23,00;120707;;;;;
Trinidad and Tobago;2008;female;15-24 years;11,00;118363;;;;;
Trinidad and Tobago;2008;female;35-54 years;15,00;180705;;;;;
Trinidad and Tobago;2008;female;25-34 years;5,00;110394;;;;;
Trinidad and Tobago;2008;female;75+ years;1,00;23393;;;;;
Trinidad and Tobago;2008;female;55-74 years;4,00;95285;;;;;
Trinidad and Tobago;2008;male;5-14 years;1,00;90838;;;;;
Trinidad and Tobago;2008;female;5-14 years;0,00;88505;;;;;
Trinidad and Tobago;2009;male;25-34 years;27,00;114143;;;;;
Trinidad and Tobago;2009;male;15-24 years;25,00;115721;;;;;
Trinidad and Tobago;2009;male;35-54 years;38,00;180029;;;;;
Trinidad and Tobago;2009;male;75+ years;3,00;14407;;;;;
Trinidad and Tobago;2009;male;55-74 years;13,00;90729;;;;;
Trinidad and Tobago;2009;female;55-74 years;6,00;98779;;;;;
Trinidad and Tobago;2009;female;15-24 years;5,00;113362;;;;;
Trinidad and Tobago;2009;female;25-34 years;5,00;113622;;;;;
Trinidad and Tobago;2009;female;35-54 years;5,00;182233;;;;;
Trinidad and Tobago;2009;male;5-14 years;1,00;90312;;;;;
Trinidad and Tobago;2009;female;5-14 years;0,00;87970;;;;;
Trinidad and Tobago;2009;female;75+ years;0,00;23790;;;;;
Trinidad and Tobago;2010;male;25-34 years;38,00;116664;;;;;
Trinidad and Tobago;2010;male;75+ years;4,00;14639;;;;;
Trinidad and Tobago;2010;male;35-54 years;48,00;181184;;;;;
Trinidad and Tobago;2010;male;55-74 years;21,00;94335;;;;;
Trinidad and Tobago;2010;male;15-24 years;17,00;110950;;;;;
Trinidad and Tobago;2010;female;15-24 years;9,00;108605;;;;;
Trinidad and Tobago;2010;female;25-34 years;9,00;116210;;;;;
Trinidad and Tobago;2010;female;35-54 years;8,00;183641;;;;;
Trinidad and Tobago;2010;female;55-74 years;4,00;102440;;;;;
Trinidad and Tobago;2010;female;5-14 years;1,00;87897;;;;;
Trinidad and Tobago;2010;male;5-14 years;1,00;90237;;;;;
Trinidad and Tobago;2010;female;75+ years;0,00;24200;;;;;
Trinidad and Tobago;2011;male;75+ years;5,00;15189;;;;;
Trinidad and Tobago;2011;male;35-54 years;41,00;181905;;;;;
Trinidad and Tobago;2011;male;55-74 years;21,00;97186;;;;;
Trinidad and Tobago;2011;male;25-34 years;25,00;119254;;;;;
Trinidad and Tobago;2011;male;15-24 years;20,00;106653;;;;;
Trinidad and Tobago;2011;female;25-34 years;8,00;118786;;;;;
Trinidad and Tobago;2011;female;15-24 years;5,00;104361;;;;;
Trinidad and Tobago;2011;female;35-54 years;8,00;184776;;;;;
Trinidad and Tobago;2011;female;55-74 years;4,00;105486;;;;;
Trinidad and Tobago;2011;female;5-14 years;2,00;88170;;;;;
Trinidad and Tobago;2011;female;75+ years;0,00;24863;;;;;
Trinidad and Tobago;2011;male;5-14 years;0,00;90557;;;;;
Turkey;2009;male;75+ years;33,00;806623;;;;;
Turkey;2009;male;55-74 years;130,00;3897113;;;;;
Turkey;2009;male;35-54 years;287,00;9160329;;;;;
Turkey;2009;male;25-34 years;189,00;6272520;;;;;
Turkey;2009;male;15-24 years;139,00;6380792;;;;;
Turkey;2009;female;75+ years;17,00;1170072;;;;;
Turkey;2009;female;15-24 years;74,00;6097408;;;;;
Turkey;2009;female;55-74 years;38,00;4301203;;;;;
Turkey;2009;female;25-34 years;44,00;6101898;;;;;
Turkey;2009;female;35-54 years;58,00;9027289;;;;;
Turkey;2009;male;5-14 years;23,00;6542691;;;;;
Turkey;2009;female;5-14 years;18,00;6204481;;;;;
Turkey;2010;male;75+ years;63,00;841083;;;;;
Turkey;2010;male;35-54 years;397,00;9318882;;;;;
Turkey;2010;male;55-74 years;175,00;4131848;;;;;
Turkey;2010;male;25-34 years;248,00;6363299;;;;;
Turkey;2010;male;15-24 years;238,00;6411111;;;;;
Turkey;2010;female;75+ years;28,00;1226764;;;;;
Turkey;2010;female;15-24 years;95,00;6118805;;;;;
Turkey;2010;female;55-74 years;57,00;4537405;;;;;
Turkey;2010;female;35-54 years;110,00;9153406;;;;;
Turkey;2010;female;25-34 years;61,00;6170592;;;;;
Turkey;2010;male;5-14 years;27,00;6519482;;;;;
Turkey;2010;female;5-14 years;25,00;6182454;;;;;
Turkey;2011;male;75+ years;45,00;860492;;;;;
Turkey;2011;male;55-74 years;162,00;4380447;;;;;
Turkey;2011;male;35-54 years;266,00;9478566;;;;;
Turkey;2011;male;25-34 years;180,00;6458549;;;;;
Turkey;2011;male;15-24 years;177,00;6416997;;;;;
Turkey;2011;female;15-24 years;83,00;6126637;;;;;
Turkey;2011;female;75+ years;15,00;1274924;;;;;
Turkey;2011;female;25-34 years;60,00;6266330;;;;;
Turkey;2011;female;35-54 years;82,00;9296163;;;;;
Turkey;2011;female;55-74 years;35,00;4781947;;;;;
Turkey;2011;female;5-14 years;23,00;6178913;;;;;
Turkey;2011;male;5-14 years;20,00;6514392;;;;;
Turkey;2012;male;75+ years;58,00;886919;;;;;
Turkey;2012;male;35-54 years;399,00;9718299;;;;;
Turkey;2012;male;55-74 years;180,00;4532575;;;;;
Turkey;2012;male;25-34 years;227,00;6494243;;;;;
Turkey;2012;male;15-24 years;184,00;6425966;;;;;
Turkey;2012;female;75+ years;23,00;1325413;;;;;
Turkey;2012;female;15-24 years;94,00;6140942;;;;;
Turkey;2012;female;25-34 years;78,00;6314493;;;;;
Turkey;2012;female;35-54 years;113,00;9539648;;;;;
Turkey;2012;female;55-74 years;55,00;4925454;;;;;
Turkey;2012;male;5-14 years;24,00;6503156;;;;;
Turkey;2012;female;5-14 years;15,00;6169331;;;;;
Turkey;2013;male;75+ years;76,00;915690;;;;;
Turkey;2013;male;55-74 years;239,00;4664864;;;;;
Turkey;2013;male;35-54 years;477,00;9982233;;;;;
Turkey;2013;male;25-34 years;285,00;6491205;;;;;
Turkey;2013;male;15-24 years;253,00;6461036;;;;;
Turkey;2013;female;15-24 years;133,00;6177538;;;;;
Turkey;2013;female;75+ years;29,00;1374051;;;;;
Turkey;2013;female;55-74 years;73,00;5052537;;;;;
Turkey;2013;female;25-34 years;87,00;6322406;;;;;
Turkey;2013;female;35-54 years;118,00;9808886;;;;;
Turkey;2013;female;5-14 years;23,00;6148825;;;;;
Turkey;2013;male;5-14 years;17,00;6481081;;;;;
Turkey;2014;male;75+ years;66,00;952449;;;;;
Turkey;2014;male;55-74 years;225,00;4851259;;;;;
Turkey;2014;male;15-24 years;260,00;6517033;;;;;
Turkey;2014;male;35-54 years;394,00;10244541;;;;;
Turkey;2014;male;25-34 years;243,00;6484352;;;;;
Turkey;2014;female;15-24 years;114,00;6220032;;;;;
Turkey;2014;female;75+ years;23,00;1426848;;;;;
Turkey;2014;female;55-74 years;79,00;5233238;;;;;
Turkey;2014;female;35-54 years;109,00;10070621;;;;;
Turkey;2014;female;25-34 years;65,00;6325398;;;;;
Turkey;2014;male;5-14 years;21,00;6469621;;;;;
Turkey;2014;female;5-14 years;18,00;6136028;;;;;
Turkey;2015;male;75+ years;61,00;986961;;;;;
Turkey;2015;male;55-74 years;223,00;5079228;;;;;
Turkey;2015;male;25-34 years;241,00;6452161;;;;;
Turkey;2015;male;35-54 years;385,00;10466600;;;;;
Turkey;2015;male;15-24 years;207,00;6573627;;;;;
Turkey;2015;female;15-24 years;131,00;6267398;;;;;
Turkey;2015;female;75+ years;25,00;1479388;;;;;
Turkey;2015;female;25-34 years;72,00;6288287;;;;;
Turkey;2015;female;35-54 years;109,00;10293526;;;;;
Turkey;2015;female;55-74 years;42,00;5456986;;;;;
Turkey;2015;female;5-14 years;18,00;6100840;;;;;
Turkey;2015;male;5-14 years;18,00;6435462;;;;;
Turkmenistan;1987;male;75+ years;5,00;16500;;;;;
Turkmenistan;1987;male;55-74 years;28,00;106800;;;;;
Turkmenistan;1987;female;75+ years;8,00;31400;;;;;
Turkmenistan;1987;male;35-54 years;54,00;242600;;;;;
Turkmenistan;1987;female;55-74 years;28,00;148000;;;;;
Turkmenistan;1987;male;25-34 years;50,00;265600;;;;;
Turkmenistan;1987;male;15-24 years;33,00;344800;;;;;
Turkmenistan;1987;female;35-54 years;21,00;247500;;;;;
Turkmenistan;1987;female;15-24 years;24,00;340700;;;;;
Turkmenistan;1987;female;25-34 years;12,00;274700;;;;;
Turkmenistan;1987;male;5-14 years;5,00;423500;;;;;
Turkmenistan;1987;female;5-14 years;4,00;417000;;;;;
Turkmenistan;1988;male;75+ years;6,00;16700;;;;;
Turkmenistan;1988;male;35-54 years;55,00;249600;;;;;
Turkmenistan;1988;male;55-74 years;22,00;110500;;;;;
Turkmenistan;1988;female;75+ years;6,00;32200;;;;;
Turkmenistan;1988;male;25-34 years;48,00;276400;;;;;
Turkmenistan;1988;male;15-24 years;51,00;347500;;;;;
Turkmenistan;1988;female;55-74 years;21,00;150300;;;;;
Turkmenistan;1988;female;35-54 years;18,00;255500;;;;;
Turkmenistan;1988;female;15-24 years;21,00;342600;;;;;
Turkmenistan;1988;female;25-34 years;14,00;286600;;;;;
Turkmenistan;1988;female;5-14 years;4,00;425700;;;;;
Turkmenistan;1988;male;5-14 years;4,00;432700;;;;;
Turkmenistan;1989;male;35-54 years;64,00;258100;;;;;
Turkmenistan;1989;male;75+ years;4,00;16800;;;;;
Turkmenistan;1989;male;25-34 years;52,00;285700;;;;;
Turkmenistan;1989;male;55-74 years;19,00;113400;;;;;
Turkmenistan;1989;female;75+ years;4,00;32900;;;;;
Turkmenistan;1989;female;55-74 years;16,00;151500;;;;;
Turkmenistan;1989;male;15-24 years;29,00;352500;;;;;
Turkmenistan;1989;female;15-24 years;25,00;346000;;;;;
Turkmenistan;1989;female;35-54 years;17,00;265600;;;;;
Turkmenistan;1989;female;25-34 years;18,00;297400;;;;;
Turkmenistan;1989;male;5-14 years;3,00;443200;;;;;
Turkmenistan;1989;female;5-14 years;2,00;435900;;;;;
Turkmenistan;1990;female;75+ years;12,00;34100;;;;;
Turkmenistan;1990;male;75+ years;5,00;16700;;;;;
Turkmenistan;1990;male;35-54 years;65,00;268100;;;;;
Turkmenistan;1990;male;25-34 years;61,00;292800;;;;;
Turkmenistan;1990;male;55-74 years;23,00;117000;;;;;
Turkmenistan;1990;male;15-24 years;56,00;360200;;;;;
Turkmenistan;1990;female;15-24 years;27,00;351300;;;;;
Turkmenistan;1990;female;35-54 years;18,00;277100;;;;;
Turkmenistan;1990;female;55-74 years;9,00;153300;;;;;
Turkmenistan;1990;female;25-34 years;16,00;306400;;;;;
Turkmenistan;1990;male;5-14 years;6,00;455200;;;;;
Turkmenistan;1990;female;5-14 years;0,00;447600;;;;;
Turkmenistan;1991;male;35-54 years;55,00;278100;;;;;
Turkmenistan;1991;male;75+ years;3,00;15800;;;;;
Turkmenistan;1991;male;55-74 years;22,00;121300;;;;;
Turkmenistan;1991;male;25-34 years;53,00;298500;;;;;
Turkmenistan;1991;male;15-24 years;50,00;369500;;;;;
Turkmenistan;1991;female;55-74 years;18,00;156600;;;;;
Turkmenistan;1991;female;15-24 years;31,00;358300;;;;;
Turkmenistan;1991;female;25-34 years;20,00;314100;;;;;
Turkmenistan;1991;female;75+ years;2,00;32400;;;;;
Turkmenistan;1991;female;35-54 years;15,00;288300;;;;;
Turkmenistan;1991;male;5-14 years;3,00;468900;;;;;
Turkmenistan;1991;female;5-14 years;1,00;460700;;;;;
Turkmenistan;1992;male;35-54 years;61,00;277400;;;;;
Turkmenistan;1992;male;25-34 years;49,00;305500;;;;;
Turkmenistan;1992;male;15-24 years;60,00;378800;;;;;
Turkmenistan;1992;female;75+ years;5,00;32700;;;;;
Turkmenistan;1992;female;15-24 years;33,00;365400;;;;;
Turkmenistan;1992;female;55-74 years;14,00;159700;;;;;
Turkmenistan;1992;male;55-74 years;11,00;138600;;;;;
Turkmenistan;1992;male;75+ years;1,00;16000;;;;;
Turkmenistan;1992;female;35-54 years;16,00;302000;;;;;
Turkmenistan;1992;female;25-34 years;10,00;320400;;;;;
Turkmenistan;1992;male;5-14 years;9,00;482600;;;;;
Turkmenistan;1992;female;5-14 years;2,00;473800;;;;;
Turkmenistan;1993;male;75+ years;4,00;16800;;;;;
Turkmenistan;1993;male;35-54 years;55,00;310000;;;;;
Turkmenistan;1993;male;55-74 years;23,00;134000;;;;;
Turkmenistan;1993;male;25-34 years;40,00;319000;;;;;
Turkmenistan;1993;female;55-74 years;19,00;159500;;;;;
Turkmenistan;1993;male;15-24 years;46,00;403300;;;;;
Turkmenistan;1993;female;15-24 years;25,00;367200;;;;;
Turkmenistan;1993;female;75+ years;2,00;30000;;;;;
Turkmenistan;1993;female;25-34 years;12,00;325200;;;;;
Turkmenistan;1993;female;35-54 years;7,00;312300;;;;;
Turkmenistan;1993;male;5-14 years;5,00;489900;;;;;
Turkmenistan;1993;female;5-14 years;2,00;463900;;;;;
Turkmenistan;1994;female;75+ years;9,00;25900;;;;;
Turkmenistan;1994;male;55-74 years;21,00;137700;;;;;
Turkmenistan;1994;male;35-54 years;47,00;326800;;;;;
Turkmenistan;1994;male;25-34 years;41,00;325300;;;;;
Turkmenistan;1994;male;15-24 years;51,00;412000;;;;;
Turkmenistan;1994;female;55-74 years;11,00;157900;;;;;
Turkmenistan;1994;female;15-24 years;24,00;381300;;;;;
Turkmenistan;1994;male;75+ years;1,00;16700;;;;;
Turkmenistan;1994;female;35-54 years;14,00;328100;;;;;
Turkmenistan;1994;female;25-34 years;10,00;328900;;;;;
Turkmenistan;1994;male;5-14 years;4,00;504500;;;;;
Turkmenistan;1994;female;5-14 years;1,00;478000;;;;;
Turkmenistan;1995;male;35-54 years;65,00;351500;;;;;
Turkmenistan;1995;male;55-74 years;24,00;146100;;;;;
Turkmenistan;1995;male;15-24 years;58,00;433400;;;;;
Turkmenistan;1995;male;75+ years;2,00;15500;;;;;
Turkmenistan;1995;male;25-34 years;36,00;351500;;;;;
Turkmenistan;1995;female;15-24 years;23,00;433100;;;;;
Turkmenistan;1995;female;55-74 years;7,00;177100;;;;;
Turkmenistan;1995;female;25-34 years;11,00;361600;;;;;
Turkmenistan;1995;female;75+ years;1,00;33700;;;;;
